features,Duration;features,FileSize;fname
8,40562358276644;741420;0175f0d5,wav
15,0;1323044;01790380,wav
15,0;1323044;017c8dd1,wav
9,914920634920636;874540;01883a62,wav
15,0;1323044;018bbf04,wav
15,0;1323044;018bd1e2,wav
15,0;1323044;0194d48a,wav
14,349931972789115;1265708;01a21197,wav
15,0;1323044;01a66dad,wav
15,0;1323044;01a8190e,wav
15,0;1323044;01acc75b,wav
7,035646258503402;620588;01afbd57,wav
15,0;1323044;01b1c9a1,wav
15,0;1323044;01b2b6e8,wav
15,0;1323044;01b9fa1e,wav
15,0;1323044;01c00264,wav
15,0;1323044;01c0e370,wav
15,0;1323044;01c291c1,wav
15,0;1323044;01cc2670,wav
15,0;1323044;01cf98ed,wav
15,0;1323044;01da22e9,wav
15,0;1323044;01daa2d0,wav
15,0;1323044;01dcbf94,wav
9,1718820861678;809004;01dfd6ac,wav
15,0;1323044;01e454e9,wav
15,0;1323044;01e5d7ca,wav
15,0;1323044;01e89bc3,wav
15,0;1323044;01e8d258,wav
15,0;1323044;01e95717,wav
15,0;1323044;01f100f1,wav
15,0;1323044;01f5264a,wav
15,0;1323044;01f7023f,wav
15,0;1323044;01f7b121,wav
8,150204081632653;718892;01fb0ef1,wav
12,770975056689343;1126444;01fb3073,wav
15,0;1323044;01fe9090,wav
15,0;1323044;01ffd3e9,wav
15,0;1323044;0200b7fb,wav
15,0;1323044;02014dca,wav
15,0;1323044;0203a0ce,wav
15,0;1323044;02060d5e,wav
15,0;1323044;0208f174,wav
15,0;1323044;020a738e,wav
14,117732426303855;1245228;020ce2d3,wav
15,0;1323044;020d7b69,wav
15,0;1323044;020da61a,wav
15,0;1323044;020dd05c,wav
15,0;1323044;0210129b,wav
15,0;1323044;021058f5,wav
15,0;1323044;0211c42c,wav
15,0;1323044;0215c0ba,wav
15,0;1323044;02160971,wav
15,0;1323044;021698f6,wav
15,0;1323044;02190215,wav
15,0;1323044;021951a2,wav
15,09297052154195;1331244;0219bdf2,wav
15,0;1323044;021a2700,wav
15,0;1323044;021c88ad,wav
15,0;1323044;021e8591,wav
15,0;1323044;0222be7b,wav
15,0;1323044;0222d97c,wav
15,0;1323044;02232c30,wav
15,0;1323044;0224b716,wav
15,0;1323044;02319a7d,wav
15,0;1323044;0232fd7c,wav
15,0;1323044;0235d36f,wav
15,0;1323044;02383937,wav
15,0;1323044;023c8584,wav
15,0;1323044;023e1460,wav
15,0;1323044;0241853e,wav
15,0;1323044;02440c14,wav
15,0;1323044;0248557c,wav
15,0;1323044;024ad294,wav
15,0;1323044;024cefba,wav
15,0;1323044;02511f46,wav
15,0;1323044;02528c44,wav
15,0;1323044;0254f68f,wav
11,749297052154194;1036332;02585e6e,wav
15,0;1323044;025eb162,wav
15,0;1323044;025eface,wav
15,0;1323044;025fd17a,wav
15,0;1323044;0266221c,wav
15,162630385487528;1337388;0268d324,wav
15,0;1323044;026b07af,wav
15,0;1323044;026b6686,wav
15,0;1323044;0275871f,wav
15,0;1323044;0275b0e1,wav
15,0;1323044;0277dd70,wav
15,0;1323044;028a8964,wav
15,0;1323044;028abb05,wav
15,0;1323044;028cd525,wav
15,0;1323044;0291704e,wav
7,314285714285714;645164;02941554,wav
15,0;1323044;0294a0f7,wav
15,0;1323044;029b9da1,wav
2,2058956916099772;194604;02a61a5a,wav
15,0;1323044;02a62723,wav
15,0;1323044;02b30618,wav
15,0;1323044;02b59327,wav
15,0;1323044;02b693bd,wav
15,0;1323044;02b76889,wav
15,0;1323044;02c9fae6,wav
15,0;1323044;02ca4c5e,wav
15,0;1323044;02ca6017,wav
15,0;1323044;02cd86b8,wav
15,0;1323044;02cf4803,wav
15,0;1323044;02d084b5,wav
15,0;1323044;02d79502,wav
10,541859410430838;929836;02d97142,wav
15,0;1323044;02dc3b7c,wav
15,0;1323044;02df08d2,wav
15,0;1323044;02e3905f,wav
15,0;1323044;02e42720,wav
15,0;1323044;02e81e02,wav
15,0;1323044;02ecef8b,wav
15,0;1323044;02ee3f6a,wav
15,0;1323044;02f16b99,wav
15,0;1323044;02f274b2,wav
15,0;1323044;02f2feff,wav
15,0;1323044;02f5bb46,wav
15,0;1323044;02fcaaa8,wav
15,0;1323044;02fd1345,wav
15,0;1323044;02fdc02f,wav
15,0;1323044;02ff07b7,wav
15,0;1323044;0300fb73,wav
15,0;1323044;0301ccc1,wav
15,0;1323044;03025bbf,wav
15,719909297052155;1386540;0304b4ec,wav
15,0;1323044;03064845,wav
15,0;1323044;0307a216,wav
15,0;1323044;030826e0,wav
15,0;1323044;03098965,wav
15,0;1323044;0309d1c3,wav
15,0;1323044;030d55c7,wav
15,0;1323044;030f452d,wav
15,0;1323044;0315ade3,wav
15,0;1323044;031731a0,wav
15,0;1323044;032b89b1,wav
15,0;1323044;032bdfcd,wav
10,611519274376418;935980;032f9c3d,wav
15,0;1323044;03451163,wav
15,0;1323044;0347715f,wav
15,0;1323044;0347ad96,wav
15,0;1323044;0348c2ff,wav
15,0;1323044;034d4da7,wav
15,0;1323044;03543d16,wav
15,0;1323044;0354d512,wav
15,0;1323044;0356a281,wav
15,0;1323044;0358fe6d,wav
15,0;1323044;035a9a77,wav
11,679637188208616;1030188;035c5faf,wav
15,0;1323044;035dfc7a,wav
15,0;1323044;035e7ba1,wav
11,633197278911565;1026092;036061d8,wav
15,0;1323044;0362dc0a,wav
15,0;1323044;036b8352,wav
15,0;1323044;036ce8a4,wav
15,0;1323044;0371c31e,wav
15,0;1323044;0372c79a,wav
15,0;1323044;037773dc,wav
15,0;1323044;0379eef6,wav
15,0;1323044;037c9925,wav
12,678095238095239;1118252;037e938d,wav
14,071292517006803;1241132;03804bc1,wav
15,0;1323044;0382eaeb,wav
13,421133786848072;1183788;038372f7,wav
15,0;1323044;0393f2c4,wav
15,0;1323044;039531b0,wav
15,0;1323044;0395a1d4,wav
15,0;1323044;039be574,wav
15,0;1323044;039cb120,wav
15,0;1323044;039e6349,wav
15,0;1323044;03a305d0,wav
15,0;1323044;03a35bd8,wav
15,0;1323044;03a5c446,wav
15,0;1323044;03a95347,wav
15,0;1323044;03b0beda,wav
15,0;1323044;03b161a0,wav
15,0;1323044;03b31261,wav
15,0;1323044;03b5286e,wav
15,0;1323044;03b84198,wav
15,0;1323044;03c47f22,wav
15,0;1323044;03c76e43,wav
15,0;1323044;03ca7a58,wav
15,0;1323044;03cb4f0c,wav
15,0;1323044;03d1fad7,wav
15,0;1323044;03d5e262,wav
12,051156462585034;1062956;03d6a84e,wav
15,0;1323044;03da70ad,wav
15,0;1323044;03dc4c21,wav
15,0;1323044;03dc76f0,wav
15,0;1323044;03e1ebee,wav
15,0;1323044;03e1fbba,wav
15,0;1323044;03e59df2,wav
15,0;1323044;03ef2db8,wav
15,0;1323044;03f57250,wav
15,0;1323044;03f89973,wav
15,0;1323044;03fade39,wav
15,0;1323044;03ff62f3,wav
15,0;1323044;040106f7,wav
15,0;1323044;04028ccf,wav
10,47219954648526;923692;0402d111,wav
15,557369614512472;1372204;04059b5f,wav
15,0;1323044;0405a778,wav
7,4071655328798185;653356;040969f8,wav
15,0;1323044;040bc44e,wav
15,0;1323044;041507df,wav
15,0;1323044;041563e0,wav
15,0;1323044;0419c834,wav
15,0;1323044;041b848d,wav
15,0;1323044;041c072c,wav
15,0;1323044;041c7c66,wav
15,0;1323044;0427f145,wav
15,0;1323044;042ea9af,wav
15,0;1323044;0431784d,wav
15,0;1323044;043d9378,wav
15,0;1323044;044129f3,wav
15,0;1323044;0441e60a,wav
15,0;1323044;0441f501,wav
15,0;1323044;0449e897,wav
15,0;1323044;0449f9f2,wav
15,0;1323044;044e1431,wav
15,0;1323044;044ec30f,wav
15,0;1323044;04526fa1,wav
15,0;1323044;045515d0,wav
15,0;1323044;045b5c7f,wav
15,0;1323044;045d8a2e,wav
15,0;1323044;045f71d1,wav
15,0;1323044;0461a19d,wav
15,0;1323044;0462e96d,wav
15,0;1323044;0464656d,wav
15,0;1323044;04649460,wav
15,0;1323044;0467babf,wav
15,0;1323044;0469495d,wav
14,837551020408164;1308716;0469b44a,wav
15,0;1323044;046ac6db,wav
15,0;1323044;04709b68,wav
15,0;1323044;04732466,wav
15,0;1323044;04798b8b,wav
5,224489795918367;460844;047c45b5,wav
15,0;1323044;04818d12,wav
15,0;1323044;0484542b,wav
15,0;1323044;04866d25,wav
11,624489795918368;1025324;04876e79,wav
15,0;1323044;0489406b,wav
15,0;1323044;0496d9ef,wav
15,0;1323044;0498492f,wav
15,0;1323044;049998bc,wav
15,0;1323044;049a13a8,wav
6,339047619047619;559148;04a33438,wav
15,0;1323044;04aad166,wav
15,0;1323044;04abd8e6,wav
15,0;1323044;04ae07e8,wav
14,071292517006803;1241132;04b51a2d,wav
15,0;1323044;04b6fbaa,wav
15,0;1323044;04bf8a7d,wav
15,0;1323044;04c1d7e9,wav
15,0;1323044;04c4f212,wav
15,0;1323044;04cb6bca,wav
15,0;1323044;04cffb4e,wav
15,0;1323044;04d806ab,wav
15,0;1323044;04db5445,wav
15,0;1323044;04e8a2de,wav
15,0;1323044;04e95321,wav
15,0;1323044;04ebbb4b,wav
15,0;1323044;04ecede0,wav
15,0;1323044;04eff593,wav
15,952108843537415;1407020;04f2556d,wav
15,0;1323044;04f4b208,wav
15,0;1323044;04f5b72e,wav
15,0;1323044;04f8ee2c,wav
15,0;1323044;04f8fba0,wav
15,0;1323044;04fa902b,wav
15,0;1323044;05039472,wav
15,0;1323044;05068503,wav
15,0;1323044;05070a0c,wav
15,0;1323044;050bc44a,wav
15,0;1323044;050d1441,wav
15,0;1323044;0518e2c7,wav
15,0;1323044;051c1a8e,wav
15,0;1323044;051ec74b,wav
15,0;1323044;05221026,wav
15,0;1323044;052397e3,wav
15,0;1323044;05256de6,wav
15,0;1323044;05279749,wav
15,185850340136055;1339436;0528153a,wav
15,0;1323044;05297cd6,wav
15,0;1323044;052abea5,wav
15,0;1323044;052d9c76,wav
15,0;1323044;0536920e,wav
15,0;1323044;0536b89a,wav
15,0;1323044;0539d6af,wav
14,048072562358277;1239084;053d4191,wav
15,0;1323044;05417d87,wav
15,0;1323044;0543a6e5,wav
15,0;1323044;0543d242,wav
15,0;1323044;0545d3d2,wav
15,0;1323044;054bc7bb,wav
6,617687074829932;583724;054ce0f5,wav
15,0;1323044;0550cbc0,wav
15,0;1323044;05596411,wav
15,0;1323044;0565d730,wav
9,357641723356009;825388;056781dc,wav
15,0;1323044;05695751,wav
15,0;1323044;057b1c39,wav
11,099138321995465;978988;05803edd,wav
15,0;1323044;05871e79,wav
15,0;1323044;058b94ff,wav
15,0;1323044;058d472b,wav
15,0;1323044;05953840,wav
15,0;1323044;05a0723c,wav
15,0;1323044;05a1aade,wav
11,447437641723356;1009708;05a45953,wav
15,0;1323044;05a75f57,wav
15,0;1323044;05a847a6,wav
15,0;1323044;05a96c06,wav
15,0;1323044;05aa41f6,wav
15,0;1323044;05aba413,wav
15,0;1323044;05ac1d13,wav
14,349931972789115;1265708;05b0470a,wav
15,0;1323044;05b08d18,wav
15,0;1323044;05b1192f,wav
15,0;1323044;05b826a6,wav
15,0;1323044;05bd2f77,wav
15,0;1323044;05bf616f,wav
15,0;1323044;05c0d32e,wav
15,0;1323044;05c13d98,wav
15,0;1323044;05c26005,wav
15,0;1323044;05c438a2,wav
15,0;1323044;05c8d2ae,wav
15,0;1323044;05c9a9af,wav
15,0;1323044;05c9ef9c,wav
15,0;1323044;05cf1f0e,wav
15,0;1323044;05d033c5,wav
15,0;1323044;05d16c9a,wav
13,722993197278912;1210412;05d4d750,wav
8,010884353741497;706604;05dbb89d,wav
15,0;1323044;05dea461,wav
15,0;1323044;05e16209,wav
8,591383219954649;757804;05ef31c0,wav
13,049614512471654;1151020;05f2ce18,wav
15,0;1323044;05f6a616,wav
15,0;1323044;05f6be52,wav
2,2755555555555556;200748;05fc0d54,wav
15,0;1323044;05fcc580,wav
15,0;1323044;06032ad0,wav
15,0;1323044;06094429,wav
15,0;1323044;060bdd2d,wav
15,650249433106575;1380396;060f2b26,wav
15,0;1323044;060fe98e,wav
15,0;1323044;0611c108,wav
15,0;1323044;06173664,wav
15,0;1323044;061ca50e,wav
15,0;1323044;06205182,wav
15,0;1323044;0623aa68,wav
15,0;1323044;06286baf,wav
15,0;1323044;062bf28e,wav
15,0;1323044;062e5c0e,wav
15,0;1323044;062ffa56,wav
11,052698412698414;974892;0631b33f,wav
15,0;1323044;06354e98,wav
15,0;1323044;06354f7f,wav
15,0;1323044;06361bde,wav
15,0;1323044;0637455b,wav
15,0;1323044;06410e3b,wav
15,0;1323044;064ee16b,wav
15,0;1323044;0653b6c7,wav
15,0;1323044;06562b79,wav
12,236916099773243;1079340;065b6607,wav
15,928888888888888;1404972;06607da0,wav
15,0;1323044;06623617,wav
15,0;1323044;0662c71f,wav
15,0;1323044;0663531d,wav
15,0;1323044;06665d41,wav
15,0;1323044;0666ca73,wav
15,0;1323044;066905fa,wav
15,0;1323044;066eb2bd,wav
15,0;1323044;066f178c,wav
15,0;1323044;066f2ac5,wav
15,0;1323044;0681b658,wav
15,0;1323044;0682dcf2,wav
15,0;1323044;06853037,wav
15,0;1323044;0685d875,wav
15,0;1323044;0686f5d6,wav
15,0;1323044;068a47fc,wav
15,0;1323044;0697537c,wav
15,0;1323044;06988dc9,wav
15,0;1323044;0699022f,wav
15,0;1323044;06a6c36d,wav
15,0;1323044;06aa3b9e,wav
15,0;1323044;06bd02c6,wav
15,0;1323044;06d4201d,wav
15,0;1323044;06dbebb8,wav
15,0;1323044;06e3bec8,wav
9,032562358276644;796716;06fd6138,wav
15,0;1323044;06fd9319,wav
3,317551020408163;292652;06ffad33,wav
15,0;1323044;07010d30,wav
15,0;1323044;07011d66,wav
15,0;1323044;0706482a,wav
9,427301587301587;831532;070668ad,wav
15,0;1323044;070c143e,wav
15,0;1323044;071372b5,wav
15,0;1323044;0713b5e3,wav
15,0;1323044;0714f9cc,wav
9,218321995464853;813100;0722db1b,wav
15,0;1323044;072a301d,wav
15,0;1323044;072aee3f,wav
15,0;1323044;072d7718,wav
15,0;1323044;072fb05a,wav
15,0;1323044;0730b189,wav
15,0;1323044;07329066,wav
15,0;1323044;07336c62,wav
15,0;1323044;073387f1,wav
15,0;1323044;0734eb21,wav
15,0;1323044;0739eca2,wav
15,0;1323044;07405181,wav
10,47219954648526;923692;0740c133,wav
15,0;1323044;07433f66,wav
15,0;1323044;0747f5dd,wav
3,7616326530612243;331820;074ad126,wav
15,0;1323044;074c9d88,wav
15,0;1323044;07541ea9,wav
15,0;1323044;0759647b,wav
15,0;1323044;075b7986,wav
15,0;1323044;075e130b,wav
15,0;1323044;075f9b7e,wav
15,0;1323044;0760ec48,wav
15,0;1323044;0762d1df,wav
15,0;1323044;07647653,wav
15,0;1323044;076476a5,wav
15,0;1323044;076fc925,wav
15,0;1323044;0772d017,wav
15,0;1323044;07753843,wav
15,0;1323044;07799d89,wav
15,0;1323044;077b2f81,wav
3,877732426303855;342060;077de00b,wav
15,0;1323044;077f6568,wav
15,0;1323044;077ffaf8,wav
10,031020408163265;884780;07807cae,wav
15,0;1323044;07815357,wav
15,0;1323044;07816285,wav
15,0;1323044;07842ac6,wav
15,0;1323044;07862bb7,wav
15,0;1323044;0786b8e1,wav
15,0;1323044;079e3393,wav
15,0;1323044;079f0bde,wav
15,023310657596372;1325100;07a01c06,wav
15,0;1323044;07a468e2,wav
15,0;1323044;07a5d2cf,wav
15,0;1323044;07a63191,wav
15,0;1323044;07a7a4c9,wav
15,0;1323044;07aae17a,wav
15,0;1323044;07ac14c0,wav
15,0;1323044;07ad6e46,wav
15,0;1323044;07b3e18b,wav
7,314285714285714;645164;07b45da4,wav
15,0;1323044;07c14838,wav
15,0;1323044;07c8b3ad,wav
15,0;1323044;07cd7608,wav
15,0;1323044;07cef73e,wav
15,0;1323044;07cfc8b1,wav
15,0;1323044;07d209f3,wav
10,983038548752834;968748;07e344d4,wav
15,0;1323044;07e8118c,wav
15,0;1323044;07ea1d44,wav
15,0;1323044;07ea358c,wav
15,0;1323044;07ed338b,wav
15,0;1323044;07ef8b36,wav
14,053877551020408;1239596;07f34e22,wav
15,0;1323044;07fcc33d,wav
15,0;1323044;07fd2818,wav
15,0;1323044;08008f94,wav
15,0;1323044;0802dac6,wav
15,0;1323044;08041907,wav
15,0;1323044;0807b6ac,wav
15,0;1323044;080d8a74,wav
15,0;1323044;081066d3,wav
15,0;1323044;081106df,wav
15,0;1323044;08146fd0,wav
15,0;1323044;081fefc1,wav
15,534149659863946;1370156;0822dd23,wav
15,0;1323044;08231c37,wav
15,0;1323044;0823f688,wav
15,0;1323044;08249573,wav
15,0;1323044;0825bd14,wav
15,0;1323044;0826bce4,wav
12,956734693877552;1142828;082be375,wav
15,0;1323044;082df423,wav
15,0;1323044;083422ec,wav
15,0;1323044;0834b4fb,wav
15,0;1323044;0835eb68,wav
15,0;1323044;0838b0b3,wav
10,402539682539683;917548;083bc61a,wav
15,0;1323044;083d5f65,wav
15,0;1323044;0840571d,wav
15,0;1323044;0840dd27,wav
15,0;1323044;0846c82e,wav
15,0;1323044;08497b81,wav
15,0;1323044;08499bc2,wav
15,0;1323044;084a028a,wav
15,0;1323044;084ac2dc,wav
15,0;1323044;084c6b10,wav
15,0;1323044;08525e7d,wav
15,0;1323044;08564051,wav
15,0;1323044;085cff18,wav
15,0;1323044;085f75a4,wav
15,0;1323044;0864d90f,wav
15,0;1323044;086937b6,wav
15,0;1323044;086b5184,wav
15,0;1323044;086c4829,wav
13,061224489795919;1152044;086c73c5,wav
15,0;1323044;086f74b4,wav
15,0;1323044;087327da,wav
15,0;1323044;087a2f52,wav
15,0;1323044;087bc4a8,wav
15,0;1323044;087ce850,wav
11,052698412698414;974892;087de2db,wav
15,0;1323044;087dfc9d,wav
15,0;1323044;0882428c,wav
15,0;1323044;088258ff,wav
15,0;1323044;0885466e,wav
15,0;1323044;0889d6b9,wav
15,0;1323044;088a9677,wav
15,0;1323044;088ad3f7,wav
15,0;1323044;088b2c02,wav
15,0;1323044;088d14f0,wav
15,0;1323044;088f9a42,wav
15,0;1323044;0891c46e,wav
15,0;1323044;089453ae,wav
15,0;1323044;0897b1ad,wav
15,0;1323044;0899cd54,wav
15,0;1323044;08a03a87,wav
15,0;1323044;08a0fc80,wav
15,0;1323044;08a7238f,wav
15,0;1323044;08ab4fed,wav
15,0;1323044;08b30dc5,wav
15,0;1323044;08b34049,wav
15,0;1323044;08b34136,wav
15,0;1323044;08b40806,wav
15,0;1323044;08b49ac1,wav
15,0;1323044;08b52c2c,wav
1,811156462585034;159788;08b5c0d0,wav
11,075918367346938;976940;08b9fcea,wav
15,0;1323044;08c1e8ed,wav
15,0;1323044;08c3906f,wav
15,0;1323044;08c790c8,wav
15,0;1323044;08cb97f5,wav
10,379319727891156;915500;08cbb767,wav
15,0;1323044;08cbc57e,wav
15,0;1323044;08cd29c9,wav
15,0;1323044;08ce5bc7,wav
7,9412244897959186;700460;08cfc6ec,wav
15,0;1323044;08d204ab,wav
15,0;1323044;08d3d38e,wav
15,0;1323044;08d6545a,wav
15,0;1323044;08d69a95,wav
15,0;1323044;08d8148a,wav
15,0;1323044;08d8b492,wav
15,0;1323044;08df9564,wav
15,0;1323044;08e18d31,wav
15,0;1323044;08e2f6ee,wav
15,0;1323044;08e4d429,wav
15,0;1323044;08ed0b9a,wav
15,0;1323044;08ee525a,wav
15,0;1323044;08eeefd7,wav
15,580589569160997;1374252;08f07efd,wav
15,0;1323044;08f0d3be,wav
15,0;1323044;08f16571,wav
15,0;1323044;08f1e09d,wav
9,142857142857142;806444;08f3b7fe,wav
15,046530612244897;1327148;08f509f0,wav
15,0;1323044;08fd268d,wav
15,0;1323044;08ffe6b9,wav
15,0;1323044;0900aa23,wav
15,0;1323044;0902c6fb,wav
15,0;1323044;0903cf0d,wav
15,0;1323044;090570be,wav
15,0;1323044;090c3244,wav
15,0;1323044;090e5128,wav
15,0;1323044;09118e0e,wav
15,0;1323044;0911e3dd,wav
15,0;1323044;09163594,wav
15,0;1323044;0917f423,wav
15,0;1323044;091a5058,wav
15,0;1323044;091ab07b,wav
15,0;1323044;091d0baa,wav
15,0;1323044;092123b0,wav
15,0;1323044;09261c0f,wav
15,0;1323044;09339289,wav
15,0;1323044;0937b78e,wav
15,0;1323044;093d9a36,wav
15,0;1323044;093e48f7,wav
15,0;1323044;093fb0b6,wav
15,0;1323044;0946ff5a,wav
15,0;1323044;094d7d79,wav
7,546485260770975;665644;094f5d47,wav
15,0;1323044;0950f2f8,wav
15,0;1323044;095180be,wav
15,0;1323044;09582447,wav
15,0;1323044;09603a8d,wav
15,0;1323044;0968c58f,wav
15,0;1323044;096927cc,wav
15,0;1323044;0971cba7,wav
10,983038548752834;968748;0972b227,wav
15,0;1323044;0974e616,wav
15,0;1323044;097a1c70,wav
15,789569160997733;1392684;097ed3ee,wav
15,0;1323044;09806379,wav
15,0;1323044;09831fe1,wav
15,0;1323044;09846b7d,wav
8,243083900226758;727084;098cb319,wav
15,0;1323044;098cc2e2,wav
10,820498866213152;954412;09905d63,wav
15,0;1323044;09957fe0,wav
15,0;1323044;099761fb,wav
15,0;1323044;09abf8f8,wav
15,0;1323044;09afa35f,wav
15,0;1323044;09b33498,wav
15,0;1323044;09c39dda,wav
15,0;1323044;09c42425,wav
15,0;1323044;09c52e29,wav
15,0;1323044;09dae6a2,wav
15,0;1323044;09dae8c9,wav
15,0;1323044;09daeadf,wav
8,010884353741497;706604;09dc4dad,wav
15,0;1323044;09dd95ba,wav
15,0;1323044;09ddea79,wav
15,0;1323044;09e1a4ad,wav
15,0;1323044;09e9f5db,wav
10,24;903212;09ee7a64,wav
15,046530612244897;1327148;09f42ecd,wav
15,0;1323044;09f653ec,wav
15,0;1323044;09f81cad,wav
15,0;1323044;09fa8469,wav
15,0;1323044;0a002558,wav
15,32517006802721;1351724;0a02f3a1,wav
15,0;1323044;0a05017d,wav
15,0;1323044;0a08ec58,wav
15,0;1323044;0a0ad331,wav
15,0;1323044;0a0c764b,wav
15,0;1323044;0a0c99af,wav
15,0;1323044;0a0e67d0,wav
15,0;1323044;0a1bc3e8,wav
15,0;1323044;0a1eb350,wav
15,0;1323044;0a21d891,wav
15,0;1323044;0a258fa4,wav
15,0;1323044;0a27fd62,wav
15,0;1323044;0a2812fa,wav
10,843718820861678;956460;0a28388c,wav
15,0;1323044;0a298734,wav
15,0;1323044;0a2a7fe2,wav
15,0;1323044;0a2cbeac,wav
15,0;1323044;0a30a139,wav
15,0;1323044;0a3f97ba,wav
15,0;1323044;0a41b0d9,wav
15,0;1323044;0a424629,wav
15,0;1323044;0a43f1ac,wav
15,0;1323044;0a46cdf6,wav
15,0;1323044;0a51aa76,wav
15,0;1323044;0a525fec,wav
15,0;1323044;0a5327c6,wav
15,0;1323044;0a580681,wav
15,0;1323044;0a598a85,wav
10,031020408163265;884780;0a5ca3b7,wav
15,0;1323044;0a5ece9c,wav
8,893242630385487;784428;0a5ed0c3,wav
15,0;1323044;0a66b69a,wav
15,0;1323044;0a6a2f31,wav
15,0;1323044;0a6e9dc0,wav
15,0;1323044;0a76b1bd,wav
14,489251700680272;1277996;0a7a96ce,wav
15,0;1323044;0a7e5a07,wav
10,031020408163265;884780;0a7f3f8b,wav
15,0;1323044;0a82a327,wav
15,0;1323044;0a84be10,wav
7,012426303854875;618540;0a865389,wav
15,0;1323044;0a871061,wav
